epoch,accuracy,loss,val_accuracy,val_loss
47,0.7571428418159485,0.47388729453086853,0.699999988079071,0.5025632977485657
48,0.7714285850524902,0.4838249087333679,0.699999988079071,0.5013941526412964
49,0.800000011920929,0.4763929545879364,0.699999988079071,0.5005563497543335
50,0.7714285850524902,0.4704878628253937,0.699999988079071,0.5000285506248474
51,0.7857142686843872,0.4680902659893036,0.6666666865348816,0.49963852763175964
52,0.7714285850524902,0.4597930908203125,0.6666666865348816,0.49813392758369446
53,0.7714285850524902,0.46179771423339844,0.699999988079071,0.4965752959251404
54,0.7714285850524902,0.4455034136772156,0.699999988079071,0.495404452085495
55,0.8142856955528259,0.4400521218776703,0.699999988079071,0.49428853392601013
56,0.7714285850524902,0.46627241373062134,0.699999988079071,0.49374574422836304
57,0.800000011920929,0.44111812114715576,0.699999988079071,0.4930337965488434
58,0.7857142686843872,0.45396310091018677,0.699999988079071,0.4925291836261749
59,0.7571428418159485,0.4630530774593353,0.6666666865348816,0.49271339178085327
60,0.7857142686843872,0.43687769770622253,0.6666666865348816,0.49310362339019775
61,0.7857142686843872,0.44395557045936584,0.6666666865348816,0.4929194152355194
62,0.7714285850524902,0.4598628580570221,0.6666666865348816,0.49238696694374084
63,0.7857142686843872,0.43824827671051025,0.6666666865348816,0.4922260344028473
64,0.7571428418159485,0.473357230424881,0.6666666865348816,0.4910699725151062
65,0.7571428418159485,0.44002676010131836,0.699999988079071,0.48960983753204346
66,0.8142856955528259,0.4196901023387909,0.699999988079071,0.4889955520629883
67,0.7714285850524902,0.4215586185455322,0.699999988079071,0.48853540420532227
68,0.7571428418159485,0.44624054431915283,0.699999988079071,0.4881144165992737
69,0.7714285850524902,0.44239047169685364,0.699999988079071,0.48853036761283875
70,0.7714285850524902,0.430664598941803,0.699999988079071,0.4888134300708771
71,0.8142856955528259,0.426357239484787,0.6666666865348816,0.48958447575569153
72,0.8285714387893677,0.4114854037761688,0.6666666865348816,0.4910249710083008
73,0.7714285850524902,0.4217919707298279,0.6666666865348816,0.4933096170425415
74,0.800000011920929,0.43695545196533203,0.6666666865348816,0.49481597542762756
75,0.800000011920929,0.42721253633499146,0.6666666865348816,0.4955754578113556
76,0.7714285850524902,0.43884041905403137,0.6666666865348816,0.494974285364151
77,0.7428571581840515,0.44637197256088257,0.6666666865348816,0.4941331744194031
78,0.800000011920929,0.42713677883148193,0.6666666865348816,0.49267658591270447
